Road_System,City,Longitude Crash,Latitude Crash,Severity,Nearest Traffic Sign Distance,Nearest Traffic Sign Latitude,Nearest Traffic Sign Longitude,Nearest Traffic Sign Maxspeed
State Highway,BOULDER,40.02724251,-105.2583879,No Injury (PDO),0.0019067747308713079,-105.2582417,40.0275967,35 mph
State Highway,BOULDER,40.02210851,-105.2584639,No Injury (PDO),0.0032954176969985437,-105.2583576,40.0231731,35 mph
State Highway,BOULDER,40.02724251,-105.2583879,Possible/Complaint of Injury (C,0.0019067747308713079,-105.2582417,40.0275967,35 mph
State Highway,BOULDER,40.02753851,-105.2583899,Possible/Complaint of Injury (C,0.0016384664136215633,-105.2582417,40.0275967,35 mph
State Highway,BOULDER,40.02933351,-105.2584029,No Injury (PDO),0.0044150650243923,-105.2582887,40.030796,35 mph
State Highway,BOULDER,40.02933351,-105.2584029,Possible/Complaint of Injury (C,0.0044150650243923,-105.2582887,40.030796,35 mph
State Highway,BOULDER,40.01757451,-105.2584539,No Injury (PDO),0.0019452933720555527,-105.2583931,40.0182057,35 mph
State Highway,BOULDER,40.00855151,-105.2587679,Possible/Complaint of Injury (C,0.0018594491361215092,-105.2586125,40.0088047,35 mph
State Highway,BOULDER,40.02210851,-105.2584639,No Injury (PDO),0.0032954176969985437,-105.2583576,40.0231731,35 mph
State Highway,BOULDER,40.01728751,-105.2584549,Possible/Complaint of Injury (C,0.002282879490861955,-105.2583942,40.0165332,35 mph
State Highway,BOULDER,40.05096852,-105.2600729,No Injury (PDO),0.0048655103702247605,-105.2596806,40.0501913,45 mph
State Highway,BOULDER,40.00825451,-105.2587689,No Injury (PDO),0.0023334640053514206,-105.2588914,40.0075962,35 mph
State Highway,BOULDER,40.01771851,-105.2584579,No Injury (PDO),0.0015798611930115973,-105.2583931,40.0182057,35 mph
State Highway,BOULDER,40.01771851,-105.2584579,No Injury (PDO),0.0015798611930115973,-105.2583931,40.0182057,35 mph
State Highway,BOULDER,40.02269951,-105.2584589,No Injury (PDO),0.0017662724706213424,-105.2583576,40.0231731,35 mph
State Highway,BOULDER,40.05135152,-105.2603919,No Injury (PDO),0.008512721034870713,-105.2596806,40.0501913,45 mph
State Highway,BOULDER,40.04414951,-105.2585249,No Injury (PDO),0.002925360031529158,-105.2584361,40.0451023,45 mph
State Highway,BOULDER,40.04342151,-105.2585179,Possible/Complaint of Injury (C,0.00388403654234446,-105.2586148,40.042131,45 mph
State Highway,BOULDER,40.05135652,-105.2603899,"Evident, Incapacitating (A)",0.00849824797389521,-105.2596806,40.0501913,45 mph
State Highway,BOULDER,40.01497151,-105.2585079,No Injury (PDO),0.0023784673236080817,-105.2583791,40.0156317,35 mph
State Highway,BOULDER,40.02889151,-105.2583999,No Injury (PDO),0.0034782146711895504,-105.2585614,40.0278582,35 mph
State Highway,BOULDER,40.02284551,-105.2584579,No Injury (PDO),0.00145449363796237,-105.2583576,40.0231731,35 mph
State Highway,BOULDER,40.04063051,-105.2584899,No Injury (PDO),0.0017124944969158981,-105.2583906,40.0410863,45 mph
State Highway,BOULDER,40.00768951,-105.2587709,Possible/Complaint of Injury (C,0.0010575630547617445,-105.258694,40.0074701,35 mph
State Highway,BOULDER,40.02167851,-105.2584669,No Injury (PDO),0.004489498337907945,-105.2583576,40.0231731,35 mph
State Highway,BOULDER,40.04703851,-105.2585759,No Injury (PDO),0.005810826891506805,-105.2584361,40.0451023,45 mph
State Highway,BOULDER,40.03716551,-105.2584599,Possible/Complaint of Injury (C,0.0026572923270643182,-105.2582934,40.0378309,45 mph
State Highway,BOULDER,40.01685351,-105.2584629,No Injury (PDO),0.0011959028971921172,-105.2583942,40.0165332,35 mph
State Highway,BOULDER,40.03599451,-105.2584519,Possible/Complaint of Injury (C,0.002208654272249331,-105.2586385,40.0357123,35 mph
State Highway,BOULDER,40.01349051,-105.2587099,Possible/Complaint of Injury (C,0.001865986414814404,-105.2585776,40.0138942,35 mph
State Highway,BOULDER,40.01999051,-105.2584809,Evident Non-Incapacitating (B),0.001183500717010316,-105.2585885,40.019983,35 mph
State Highway,BOULDER,40.01814251,-105.2584669,No Injury (PDO),0.000831945056280487,-105.2583931,40.0182057,35 mph
State Highway,BOULDER,40.05046651,-105.2597069,No Injury (PDO),0.0008474526086202376,-105.2596806,40.0501913,45 mph
State Highway,BOULDER,40.01814251,-105.2584669,No Injury (PDO),0.000831945056280487,-105.2583931,40.0182057,35 mph
State Highway,BOULDER,40.00996151,-105.2587629,Possible/Complaint of Injury (C,0.0014011855403300868,-105.2588478,40.0103225,35 mph
State Highway,BOULDER,40.01670851,-105.2584649,No Injury (PDO),0.0009284093272025363,-105.2583942,40.0165332,35 mph
State Highway,BOULDER,40.01540651,-105.2584879,Possible/Complaint of Injury (C,0.0013624870010467112,-105.2583791,40.0156317,35 mph
State Highway,BOULDER,40.02844051,-105.2583969,No Injury (PDO),0.002472430385530139,-105.2585614,40.0278582,35 mph
State Highway,BOULDER,40.02137151,-105.2584699,No Injury (PDO),0.004224971683757389,-105.2585885,40.019983,35 mph
State Highway,BOULDER,40.01380751,-105.2586609,Possible/Complaint of Injury (C,0.0009498062898165269,-105.2585776,40.0138942,35 mph
State Highway,BOULDER,40.01212051,-105.2587549,No Injury (PDO),0.0012305534456808049,-105.2586546,40.012309,35 mph
State Highway,BOULDER,40.00727251,-105.2587719,No Injury (PDO),0.001030020925360551,-105.258694,40.0074701,35 mph
State Highway,BOULDER,40.01970751,-105.2584829,No Injury (PDO),0.001408671167095527,-105.2585885,40.019983,35 mph
State Highway,BOULDER,40.02328251,-105.2584539,No Injury (PDO),0.0011053586427418863,-105.2583576,40.0231731,35 mph
State Highway,BOULDER,40.03379351,-105.2584359,Possible/Complaint of Injury (C,0.0018276098651018333,-105.2582781,40.0339916,35 mph
State Highway,BOULDER,40.01842751,-105.2584729,No Injury (PDO),0.0010873142444186704,-105.2583931,40.0182057,35 mph
State Highway,BOULDER,40.04487651,-105.2585319,No Injury (PDO),0.0012397446597948042,-105.2584361,40.0451023,45 mph
State Highway,BOULDER,40.01198751,-105.2587559,Evident Non-Incapacitating (B),0.0014514824440618934,-105.2586546,40.012309,35 mph
State Highway,BOULDER,40.03019451,-105.2584099,No Injury (PDO),0.002192472505659025,-105.2582887,40.030796,35 mph
State Highway,BOULDER,40.01569551,-105.2584829,Possible/Complaint of Injury (C,0.0011563539974611394,-105.2583791,40.0156317,35 mph
State Highway,BOULDER,39.99875251,-105.2561989,No Injury (PDO),0.014591009289819072,-105.2574573,40.0003504,35 mph
State Highway,BOULDER,40.00694351,-105.2587729,Possible/Complaint of Injury (C,0.0016594170260327923,-105.2588551,40.0064627,55 mph
State Highway,BOULDER,40.01627451,-105.2584729,No Injury (PDO),0.0010645137844998104,-105.2585594,40.0164396,35 mph
State Highway,BOULDER,40.03539851,-105.2584469,Possible/Complaint of Injury (C,0.002294451164993383,-105.2586385,40.0357123,35 mph
State Highway,BOULDER,40.02798951,-105.2583939,No Injury (PDO),0.0018808292333670363,-105.2585614,40.0278582,35 mph
State Highway,BOULDER,40.01627451,-105.2584729,No Injury (PDO),0.0010645137844998104,-105.2585594,40.0164396,35 mph
State Highway,BOULDER,40.00927451,-105.2587649,Possible/Complaint of Injury (C,0.0021581879159396473,-105.2586125,40.0088047,35 mph
State Highway,BOULDER,40.03524951,-105.2584459,No Injury (PDO),0.0025060333550844783,-105.2586385,40.0357123,35 mph
State Highway,BOULDER,39.99859451,-105.2559279,No Injury (PDO),0.016232638814644592,-105.2545093,40.0001446,35 mph
State Highway,BOULDER,40.00676751,-105.2587739,No Injury (PDO),0.001255257354510626,-105.2588551,40.0064627,55 mph
State Highway,BOULDER,40.01627451,-105.2584729,No Injury (PDO),0.0010645137844998104,-105.2585594,40.0164396,35 mph
State Highway,BOULDER,40.03451751,-105.2584409,Possible/Complaint of Injury (C,0.0023499013405851106,-105.2582781,40.0339916,35 mph
State Highway,BOULDER,40.03134451,-105.2584179,No Injury (PDO),0.002130461867614076,-105.2582887,40.030796,35 mph
State Highway,BOULDER,40.00950351,-105.2587639,No Injury (PDO),0.0025436005067441983,-105.2588478,40.0103225,35 mph
State Highway,BOULDER,40.03480751,-105.2584429,Evident Non-Incapacitating (B),0.002976688643003146,-105.2582781,40.0339916,35 mph
State Highway,BOULDER,40.04603851,-105.2585439,No Injury (PDO),0.0029575586202296154,-105.2584361,40.0451023,45 mph
State Highway,BOULDER,40.01238451,-105.2587539,No Injury (PDO),0.0011136775912477606,-105.2586546,40.012309,35 mph
State Highway,BOULDER,40.01238451,-105.2587539,No Injury (PDO),0.0011136775912477606,-105.2586546,40.012309,35 mph
State Highway,BOULDER,40.01225251,-105.2587549,Evident Non-Incapacitating (B),0.0011150725166629326,-105.2586546,40.012309,35 mph
State Highway,BOULDER,40.01042051,-105.2587609,No Injury (PDO),0.000996869639616207,-105.2588478,40.0103225,35 mph
State Highway,BOULDER,40.00501451,-105.2587799,Possible/Complaint of Injury (C,0.003050318072471524,-105.2585336,40.0054992,35 mph
State Highway,BOULDER,40.01145851,-105.2587579,Possible/Complaint of Injury (C,0.0027110060614056832,-105.2586546,40.012309,35 mph
State Highway,BOULDER,40.00354051,-105.2587629,Evident Non-Incapacitating (B),0.004343682490020555,-105.2586474,40.0021053,40 mph
State Highway,BOULDER,40.01278151,-105.2587529,No Injury (PDO),0.0017432189263591204,-105.2586546,40.012309,35 mph
State Highway,BOULDER,40.05059252,-105.2597989,No Injury (PDO),0.0017438861477584002,-105.2596806,40.0501913,45 mph
State Highway,BOULDER,40.01871251,-105.2584789,No Injury (PDO),0.0007030999045996594,-105.2584261,40.0188495,35 mph
State Highway,BOULDER,40.02366651,-105.2582699,"Evident, Incapacitating (A)",0.0015908883187623407,-105.2582121,40.0231626,35 mph
State Highway,BOULDER,40.03644151,-105.2584549,No Injury (PDO),0.0029207591814483787,-105.2586385,40.0357123,35 mph
State Highway,BOULDER,40.02341751,-105.2584529,No Injury (PDO),0.0012644135435736486,-105.2583576,40.0231731,35 mph
State Highway,BOULDER,40.02238251,-105.2584619,Evident Non-Incapacitating (B),0.0025595004755560122,-105.2583576,40.0231731,35 mph
State Highway,BOULDER,40.00032251,-105.2584339,No Injury (PDO),0.005013172798024814,-105.2584759,40.0020473,40 mph
State Highway,BOULDER,40.01735251,-105.2584539,No Injury (PDO),0.0024604355633287556,-105.2583942,40.0165332,35 mph
State Highway,UNINCORPORATED,40.05865252,-105.2715329,No Injury (PDO),0.016848992482007878,-105.270005,40.0582214,30 mph
State Highway,BOULDER,40.05109751,-105.2601749,Possible/Complaint of Injury (C,0.0060356713413151205,-105.2596806,40.0501913,45 mph
State Highway,BOULDER,40.03658451,-105.2584559,No Injury (PDO),0.003225641083128598,-105.2586385,40.0357123,35 mph
State Highway,BOULDER,40.02555651,-105.2583699,"Evident, Incapacitating (A)",0.006070598534984037,-105.2582417,40.0275967,35 mph
State Highway,BOULDER,40.02597151,-105.2583789,No Injury (PDO),0.004939623604575218,-105.2582417,40.0275967,35 mph
State Highway,BOULDER,40.02238251,-105.2584619,No Injury (PDO),0.0025595004755560122,-105.2583576,40.0231731,35 mph
State Highway,BOULDER,40.02053351,-105.2584769,No Injury (PDO),0.0020111659452325776,-105.2585885,40.019983,35 mph
State Highway,BOULDER,40.03658451,-105.2584559,No Injury (PDO),0.003225641083128598,-105.2586385,40.0357123,35 mph
State Highway,BOULDER,40.02918951,-105.2584019,No Injury (PDO),0.00423352689797551,-105.2585614,40.0278582,35 mph
State Highway,BOULDER,40.02918951,-105.2584019,No Injury (PDO),0.00423352689797551,-105.2585614,40.0278582,35 mph
State Highway,BOULDER,40.02453051,-105.2583679,No Injury (PDO),0.00393019610489033,-105.2583576,40.0231731,35 mph
State Highway,BOULDER,40.02918951,-105.2584019,No Injury (PDO),0.00423352689797551,-105.2585614,40.0278582,35 mph
State Highway,BOULDER,40.03292551,-105.2584289,Possible/Complaint of Injury (C,0.003502875175500523,-105.2582781,40.0339916,35 mph
State Highway,BOULDER,40.02341751,-105.2584529,Evident Non-Incapacitating (B),0.0012644135435736486,-105.2583576,40.0231731,35 mph
State Highway,BOULDER,40.03658451,-105.2584559,No Injury (PDO),0.003225641083128598,-105.2586385,40.0357123,35 mph
State Highway,BOULDER,40.02555051,-105.2583759,No Injury (PDO),0.006103110191478333,-105.2582417,40.0275967,35 mph
State Highway,BOULDER,40.02918951,-105.2584019,Possible/Complaint of Injury (C,0.00423352689797551,-105.2585614,40.0278582,35 mph
State Highway,BOULDER,40.01278151,-105.2587529,No Injury (PDO),0.0017432189263591204,-105.2586546,40.012309,35 mph
State Highway,BOULDER,40.03651651,-105.2584599,"Evident, Incapacitating (A)",0.0030455134558461903,-105.2586385,40.0357123,35 mph
State Highway,BOULDER,40.03292551,-105.2584289,No Injury (PDO),0.003502875175500523,-105.2582781,40.0339916,35 mph
State Highway,BOULDER,40.00809451,-105.2587689,Possible/Complaint of Injury (C,0.001973543592189124,-105.2588914,40.0075962,35 mph
State Highway,BOULDER,40.01468051,-105.2585279,Possible/Complaint of Injury (C,0.0023404492342281517,-105.2585776,40.0138942,35 mph
State Highway,BOULDER,40.02238251,-105.2584619,Evident Non-Incapacitating (B),0.0025595004755560122,-105.2583576,40.0231731,35 mph
State Highway,BOULDER,40.02053351,-105.2584769,No Injury (PDO),0.0020111659452325776,-105.2585885,40.019983,35 mph
State Highway,BOULDER,40.03292551,-105.2584289,Evident Non-Incapacitating (B),0.003502875175500523,-105.2582781,40.0339916,35 mph
State Highway,BOULDER,40.04017851,-105.2584849,Possible/Complaint of Injury (C,0.002824565540046149,-105.2583906,40.0410863,45 mph
State Highway,BOULDER,40.01464051,-105.2585309,Evident Non-Incapacitating (B),0.0022201837983966926,-105.2585776,40.0138942,35 mph
State Highway,BOULDER,40.02053351,-105.2584769,No Injury (PDO),0.0020111659452325776,-105.2585885,40.019983,35 mph
State Highway,BOULDER,40.05109751,-105.2601749,No Injury (PDO),0.0060356713413151205,-105.2596806,40.0501913,45 mph
State Highway,BOULDER,40.02238251,-105.2584619,No Injury (PDO),0.0025595004755560122,-105.2583576,40.0231731,35 mph
State Highway,BOULDER,40.03658451,-105.2584559,No Injury (PDO),0.003225641083128598,-105.2586385,40.0357123,35 mph
State Highway,BOULDER,40.04017851,-105.2584849,No Injury (PDO),0.002824565540046149,-105.2583906,40.0410863,45 mph
State Highway,BOULDER,40.04385951,-105.2585219,No Injury (PDO),0.003718564375951737,-105.2584361,40.0451023,45 mph
State Highway,BOULDER,40.01468051,-105.2585279,No Injury (PDO),0.0023404492342281517,-105.2585776,40.0138942,35 mph
State Highway,BOULDER,40.02238251,-105.2584619,No Injury (PDO),0.0025595004755560122,-105.2583576,40.0231731,35 mph
State Highway,BOULDER,40.01292751,-105.2587519,No Injury (PDO),0.002085532449675783,-105.2586546,40.012309,35 mph
State Highway,BOULDER,40.04385951,-105.2585219,No Injury (PDO),0.003718564375951737,-105.2584361,40.0451023,45 mph
State Highway,BOULDER,40.01740551,-105.2584529,No Injury (PDO),0.0024074507003196293,-105.2583931,40.0182057,35 mph
State Highway,BOULDER,40.01740551,-105.2584529,No Injury (PDO),0.0024074507003196293,-105.2583931,40.0182057,35 mph
State Highway,BOULDER,40.02918951,-105.2584019,Evident Non-Incapacitating (B),0.00423352689797551,-105.2585614,40.0278582,35 mph
State Highway,BOULDER,40.02053351,-105.2584769,No Injury (PDO),0.0020111659452325776,-105.2585885,40.019983,35 mph
State Highway,BOULDER,40.00032251,-105.2601289,No Injury (PDO),0.005536165331277182,-105.2606297,40.0005172,30 mph
State Highway,BOULDER,40.03781851,-105.2538499,No Injury (PDO),0.04719455962313984,-105.25787,40.0435264,25 mph
State Highway,BOULDER,40.01457251,-105.2537729,Possible/Complaint of Injury (C,0.04252368057853928,-105.2545093,40.0001446,35 mph
State Highway,BOULDER,40.01457251,-105.2537729,No Injury (PDO),0.04252368057853928,-105.2545093,40.0001446,35 mph
State Highway,BOULDER,40.01457251,-105.2537729,Evident Non-Incapacitating (B),0.04252368057853928,-105.2545093,40.0001446,35 mph
State Highway,BOULDER,40.01457951,-105.2537799,"Evident, Incapacitating (A)",0.04252898647753869,-105.2545093,40.0001446,35 mph
State Highway,LONGMONT,40.16384454,-105.1024749,Evident Non-Incapacitating (B),0.004999020918865402,-105.102685,40.1622974,35 mph
State Highway,LONGMONT,40.16384454,-105.1024749,No Injury (PDO),0.004999020918865402,-105.102685,40.1622974,35 mph
State Highway,BOULDER,40.03838652,-105.2443439,No Injury (PDO),0.038178256953821835,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.01466551,-105.2348059,No Injury (PDO),0.04172746843158449,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.01467051,-105.2359339,No Injury (PDO),0.04413939643009583,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.01466551,-105.2348059,No Injury (PDO),0.04172746843158449,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.01459851,-105.2255799,No Injury (PDO),0.041568604197581745,-105.2258201,40.0002346,35 mph
State Highway,LONGMONT,40.16704654,-105.1024839,No Injury (PDO),0.005376791810876508,-105.102667,40.1687865,25 mph
State Highway,UNINCORPORATED,40.07368352,-105.2069659,No Injury (PDO),0.08122308814418766,-105.2076396,40.1017226,35 mph
State Highway,UNINCORPORATED,40.01464352,-105.1780679,Possible/Complaint of Injury (C,0.08019773451102519,-105.1774179,39.9869005,45 mph
State Highway,LAFAYETTE,40.01463952,-105.1311159,No Injury (PDO),0.27264157775594133,-105.1484909,39.9469278,65 mph
State Highway,LAFAYETTE,40.00030752,-105.1310789,No Injury (PDO),0.24530004269578984,-105.1484909,39.9469278,65 mph
State Highway,LAFAYETTE,40.00030752,-105.1310789,No Injury (PDO),0.24530004269578984,-105.1484909,39.9469278,65 mph
State Highway,LAFAYETTE,40.01276952,-105.1311769,"Evident, Incapacitating (A)",0.2683605424790744,-105.1484909,39.9469278,65 mph
State Highway,LAFAYETTE,40.00030752,-105.1310789,No Injury (PDO),0.24530004269578984,-105.1484909,39.9469278,65 mph
State Highway,LOUISVILLE,39.99367652,-105.1278999,No Injury (PDO),0.22205293393947534,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.97246751,-105.1271619,No Injury (PDO),0.1969331010995283,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.97245651,-105.1272199,No Injury (PDO),0.19755901989632438,-105.1094574,39.9621577,35 mph
State Highway,LONGMONT,40.17395054,-105.1024969,Evident Non-Incapacitating (B),0.001689605476316549,-105.10262,40.1735977,25
State Highway,LONGMONT,40.17395054,-105.1024969,No Injury (PDO),0.001689605476316549,-105.10262,40.1735977,25
State Highway,UNINCORPORATED,40.12314653,-105.1499299,No Injury (PDO),0.0594557370675808,-105.1485791,40.1431782,35 mph
State Highway,UNINCORPORATED,40.12298653,-105.1499599,Possible/Complaint of Injury (C,0.05998381852931107,-105.1485791,40.1431782,35 mph
State Highway,BOULDER,40.01459751,-105.2253819,Possible/Complaint of Injury (C,0.04176041535514498,-105.2258201,40.0002346,35 mph
State Highway,BOULDER,40.01456551,-105.2561769,No Injury (PDO),0.02245277718187643,-105.2582011,40.0155785,35 mph
State Highway,BOULDER,40.01466551,-105.2348059,No Injury (PDO),0.04172746843158449,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.01464051,-105.2585309,No Injury (PDO),0.0022201837983966926,-105.2585776,40.0138942,35 mph
State Highway,BOULDER,40.01457151,-105.2539569,No Injury (PDO),0.04218249653344523,-105.2545093,40.0001446,35 mph
State Highway,BOULDER,40.01452951,-105.2410789,Evident Non-Incapacitating (B),0.008868119946110553,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.01459751,-105.2257679,No Injury (PDO),0.0414859232407962,-105.2258201,40.0002346,35 mph
State Highway,BOULDER,40.01462651,-105.2584979,No Injury (PDO),0.0022935279123365744,-105.2585776,40.0138942,35 mph
State Highway,BOULDER,40.01454651,-105.2407469,No Injury (PDO),0.007602723245762867,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.01454651,-105.2407469,No Injury (PDO),0.007602723245762867,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.01452451,-105.2468099,No Injury (PDO),0.01938912934851756,-105.2479324,40.0093547,35 mph
State Highway,BOULDER,40.01463551,-105.2324029,No Injury (PDO),0.048181917241131154,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.01452051,-105.2412449,No Injury (PDO),0.009952019035422949,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.01456251,-105.2066009,Possible/Complaint of Injury (C,0.09730534703197155,-105.2113075,39.9860021,45 mph
State Highway,BOULDER,40.01459551,-105.2291449,No Injury (PDO),0.05529502570126431,-105.2258201,40.0002346,35 mph
State Highway,BOULDER,40.01466651,-105.2135629,No Injury (PDO),0.024408805633682,-105.2157792,40.0142095,20 mph
State Highway,BOULDER,40.01457351,-105.2532099,No Injury (PDO),0.04412546833945272,-105.2545093,40.0001446,35 mph
State Highway,BOULDER,40.01457651,-105.2071919,Evident Non-Incapacitating (B),0.09404616094593742,-105.2113075,39.9860021,45 mph
State Highway,BOULDER,40.01456451,-105.2404249,Possible/Complaint of Injury (C,0.007854269080283846,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,40.01457351,-105.2532099,No Injury (PDO),0.04412546833945272,-105.2545093,40.0001446,35 mph
State Highway,BOULDER,40.01457351,-105.2532099,No Injury (PDO),0.04412546833945272,-105.2545093,40.0001446,35 mph
State Highway,BOULDER,40.01466551,-105.2348059,No Injury (PDO),0.04172746843158449,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.01458551,-105.2489499,No Injury (PDO),0.018817582574325302,-105.2479324,40.0093547,35 mph
State Highway,BOULDER,40.01459451,-105.2398689,No Injury (PDO),0.008951697848362828,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,40.01457451,-105.2485849,No Injury (PDO),0.01671574429898839,-105.2479324,40.0093547,35 mph
State Highway,BOULDER,40.01459851,-105.2255799,No Injury (PDO),0.041568604197581745,-105.2258201,40.0002346,35 mph
State Highway,BOULDER,40.01466551,-105.2110209,No Injury (PDO),0.05234462717054388,-105.2157792,40.0142095,20 mph
State Highway,BOULDER,40.01451651,-105.2444309,No Injury (PDO),0.02261798855572924,-105.2432949,40.0079957,35 mph
State Highway,BOULDER,40.01459651,-105.2284099,Evident Non-Incapacitating (B),0.05031847666937959,-105.2258201,40.0002346,35 mph
State Highway,BOULDER,40.01469151,-105.2030969,No Injury (PDO),0.12248338278328764,-105.2113075,39.9860021,45 mph
State Highway,BOULDER,40.01466751,-105.2130349,No Injury (PDO),0.030208610127011797,-105.2157792,40.0142095,20 mph
State Highway,BOULDER,40.01464051,-105.2585309,No Injury (PDO),0.0022201837983966926,-105.2585776,40.0138942,35 mph
State Highway,BOULDER,40.01457251,-105.2537729,No Injury (PDO),0.04252368057853928,-105.2545093,40.0001446,35 mph
State Highway,BOULDER,40.01464051,-105.2585309,No Injury (PDO),0.0022201837983966926,-105.2585776,40.0138942,35 mph
State Highway,BOULDER,40.01464051,-105.2585309,No Injury (PDO),0.0022201837983966926,-105.2585776,40.0138942,35 mph
State Highway,BOULDER,40.01456251,-105.2066009,No Injury (PDO),0.09730534703197155,-105.2113075,39.9860021,45 mph
State Highway,BOULDER,40.01464051,-105.2585309,Evident Non-Incapacitating (B),0.0022201837983966926,-105.2585776,40.0138942,35 mph
State Highway,BOULDER,40.01411651,-105.2786249,No Injury (PDO),0.04314356443636897,-105.2798845,40.0000175,25 mph
State Highway,BOULDER,40.01459851,-105.2255799,No Injury (PDO),0.041568604197581745,-105.2258201,40.0002346,35 mph
State Highway,BOULDER,40.01456551,-105.2561769,No Injury (PDO),0.02245277718187643,-105.2582011,40.0155785,35 mph
State Highway,BOULDER,40.01458451,-105.2204659,Evident Non-Incapacitating (B),0.041897075110380134,-105.2209332,40.0001827,40 mph
State Highway,BOULDER,40.01468051,-105.2585279,No Injury (PDO),0.0023404492342281517,-105.2585776,40.0138942,35 mph
State Highway,BOULDER,40.01457251,-105.2537729,Evident Non-Incapacitating (B),0.04252368057853928,-105.2545093,40.0001446,35 mph
State Highway,BOULDER,40.01466551,-105.2348059,No Injury (PDO),0.04172746843158449,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.01457251,-105.2537729,No Injury (PDO),0.04252368057853928,-105.2545093,40.0001446,35 mph
State Highway,BOULDER,40.01457251,-105.2537729,No Injury (PDO),0.04252368057853928,-105.2545093,40.0001446,35 mph
State Highway,BOULDER,40.01460751,-105.2300769,No Injury (PDO),0.06257060039957876,-105.2258201,40.0002346,35 mph
